scenario,month,active_pib,token_price_usd,storage_price_usd_per_gibmonth,issuance_monthly_nil,bps,cost_usd_per_gibmonth
Base (100 PiB cap),73,99.61275965593289,0.003633623769964128,0.003633623769964128,322747.081476212,30.899214454260587,0.0036612026889403884
Base (100 PiB cap),74,99.66651926925867,0.003618048889361862,0.003618048889361862,319461.03281125077,30.56811698837712,0.003645389803535958
Base (100 PiB cap),75,99.71283708442995,0.0036025611174286027,0.0036025611174286027,316341.9545415153,30.255602595335716,0.003629672408206464
Base (100 PiB cap),76,99.75273768433654,0.003587156555548439,0.003587156555548439,313383.1584846696,29.960628287400624,0.0036140461064653566
Base (100 PiB cap),77,99.78710602840357,0.0035718318561347804,0.0035718318561347804,310577.91397744784,29.68220961523963,0.003598507085673805
Base (100 PiB cap),78,99.81670610575073,0.003556584143142891,0.003556584143142891,307919.515933792,29.419417382415922,0.0035830520351233146
Base (100 PiB cap),79,99.84219719395962,0.0035414109437161808,0.0035414109437161808,305401.33875517943,29.171374544281356,0.0035676780754683394
Base (100 PiB cap),80,99.86414800495712,0.003526310129461023,0.003526310129461023,303016.8784866245,28.937253280921478,0.0035523826979799262
Base (100 PiB cap),81,99.88304897349444,0.0035112798660361867,0.0035112798660361867,300759.78524111677,28.716272234383503,0.0035371637122857697
Base (100 PiB cap),82,99.89932291799144,0.003496318569913122,0.003496318569913122,298623.88759631617,28.507693900966792,0.003522019201434866
Base (100 PiB cap),83,99.91333427889207,0.003481424871313805,0.003481424871313805,296603.21039450314,28.310822169872797,0.0035069474832776703
Base (100 PiB cap),84,99.92539711661634,0.0034665975824652636,0.0034665975824652636,294691.98714455555,28.125,0.003491947077287041
Base (100 PiB cap),85,99.93578202994141,0.003451835670425943,0.003451835670425943,292884.6680278138,27.949607227130294,0.0034770166760629603
Base (100 PiB cap),86,99.94472213630765,0.0034371382338403787,0.0034371382338403787,291175.924343305,27.78405849418856,0.0034621551208668237
Base (100 PiB cap),87,99.95241823811615,0.0034225044830669487,0.0034225044830669487,289560.6500875636,27.627801297667858,0.003447361380620605
Base (100 PiB cap),88,99.9590432835014,0.0034079337232000907,0.0034079337232000907,288033.96124639024,27.480314143700312,0.0034326345338839357
Base (100 PiB cap),89,99.96474621621289,0.0033934253395749136,0.0033934253395749136,286591.19327696314,27.341104807619814,0.0034179737533896154
Base (100 PiB cap),90,99.96965529699712,0.0033789787853995895,0.0033789787853995895,285227.89717585605,27.20970869120796,0.0034033782927763365
Base (100 PiB cap),91,99.97388096809043,0.00336459357121072,0.00336459357121072,283939.8344592106,27.085687272140678,0.0033888474752079355
